student_id,baseline_risk_prob,baseline_risk_category,followup_risk_prob,followup_risk_category,risk_change,risk_change_pct,status,actual_dropout_6m
5650,0.7341496685457911,High Risk,0.7217843120684111,High Risk,-0.012365356477380018,-1.6843100265744728,Stable,0
3058,0.49378826802801035,Medium Risk,0.38920028460754175,Medium Risk,-0.1045879834204686,-21.180734778926706,Stable,1
4437,0.43577837614190373,Medium Risk,0.4366792347399036,Medium Risk,0.0009008585979998762,0.20672402471538126,Stable,0
2367,0.9218870454893332,High Risk,0.7146739325447846,High Risk,-0.20721311294454858,-22.477060932617928,Stable,1
379,0.9310976181910076,High Risk,0.7401797577837687,High Risk,-0.1909178604072389,-20.504601953355397,Stable,1
1350,0.8446185414640536,High Risk,0.5281680966852607,Medium Risk,-0.3164504447787929,-37.46667036580333,Improved,1
504,0.5675375730453539,Medium Risk,0.7285055711107085,High Risk,0.16096799806535456,28.36252711897386,Worsened,0
5590,0.45371966270351116,Medium Risk,0.3288297959008484,Medium Risk,-0.12488986680266279,-27.525777934881706,Stable,0
2588,0.7763281645816862,High Risk,0.4754887753134475,Medium Risk,-0.30083938926823867,-38.75157478414323,Improved,1
2920,0.6420838715567807,High Risk,0.48040538425427637,Medium Risk,-0.16167848730250434,-25.180275422664433,Improved,0
5308,0.4671210291646284,Medium Risk,0.3264981501946918,Medium Risk,-0.14062287896993658,-30.104163630016444,Stable,0
5842,0.6723473005611986,High Risk,0.6682400290852859,High Risk,-0.004107271475912722,-0.610885396949529,Stable,0
3438,0.41891368661337014,Medium Risk,0.26951116019682686,Low Risk,-0.14940252641654328,-35.6642743340186,Improved,1
1241,0.9001262211433301,High Risk,0.5679984494633299,Medium Risk,-0.3321277716800002,-36.89791096832345,Improved,1
236,0.5423289898800093,Medium Risk,0.42100640009928825,Medium Risk,-0.12132258978072108,-22.370662834668636,Stable,0
2607,0.7643872563946901,High Risk,0.7278198934194264,High Risk,-0.03656736297526364,-4.783879201196696,Stable,0
332,0.571441091849176,Medium Risk,0.3721098047702587,Medium Risk,-0.19933128707891734,-34.88221094389342,Stable,0
5212,0.6860374116477959,High Risk,0.6020225504310337,High Risk,-0.08401486121676216,-12.246396448696077,Stable,1
262,0.7006906536388038,High Risk,0.5425576251175157,Medium Risk,-0.15813302852128808,-22.568165808988148,Improved,0
2214,0.5016699505390398,Medium Risk,0.6346461277871868,High Risk,0.13297617724814692,26.506705674769883,Worsened,0
